entidade;numero_processo;contrato;num_contrato_orgao;objeto;valor_global;cnpj;razao_social;data_de_celebracao;data_de_vigencia;situacao;local_da_execucao;modalidade_de_contratacao;subtipo_de_contrato;tipo_de_aquisicao;arquivo_origem;data_inicio;data_fim
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01193/2018;013/2018/SEDEC;Contratacao de empresa especializada em prestacao de servico Telefonico Fixo Comutado e Servicos vinculados instalacao e assinatura, nas modalidades Local, com Discagem Direta a Ramal DDR, Longa Distancia Nacional LDN e Longa Distancia Internacional;46661.15;76535764000143;OI S/A;2023-10-04;05/10/2019 a 04/04/2024;CELEBRADO;;PREGAO ELETRONICO;Telefonia Fixa;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_19.xls;2019-10-05;2024-04-04
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;493137;00801/2020;009/2020;O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de genero alimenticio, sendo acucar, para atender a Secretaria de Estado de Desenvolvimento Economico.;2628.0;34035241000198;ALVARO JOSE CAMARGO DA SILVA;2020-07-08;08/07/2020 a 07/07/2021;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_20.xls;2020-07-08;2021-07-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;493137;00806/2020;010/2020;O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de genero alimenticio, sendo cafe torrado e moido, para atender a Secretaria de Estado de Desenvolvimento Economico.;7800.0;08613892000108;R C FREITAS EIRELI;2020-07-15;15/07/2020 a 14/07/2021;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_20.xls;2020-07-15;2021-07-14
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;493137;00809/2020;011/2020;O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de genero alimenticio, sendo cha mate tostado, para atender a Secretaria de Estado de Desenvolvimento Economico.;1595.0;33823751000167;DISBRANCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA;2020-07-15;15/07/2020 a 14/07/2021;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_20.xls;2020-07-15;2021-07-14
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00811/2020;006/2020;. O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao dos servicos de chaveiro e confeccao de chaves, sob demanda, no perimetro do municipio de Cuiaba-MT, para atender a Secretaria de Estado de Desenvolvimento Ec;5870.0;24721508000147;DOMINGOS SAVIO QUEIROZ PORTO-ME;2020-05-19;19/05/2020 a 18/05/2021;CELEBRADO;;PREGAO ELETRONICO;Servios Tcnicos Profissionais;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-05-19;2021-05-18
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;93540;00829/2020;007/2019;O objeto do presente instrumento refere-se a contratacao de empresa especializada em coleta e entrega de documentos e pequenas cargas, sendo servico nao realizados pela Empresa Brasileira de Correios e Telegrafos - ETC, por meio de motocicletas com bau e;32400.0;08967189000106;ANDRE CABRAL DE AQUINO EIRELI ME;2020-05-19;19/05/2020 a 18/05/2021;CELEBRADO;;ADESAO;Encomendas e Corresp.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-05-19;2021-05-18
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;405951;00849/2020;008/2020;Fornecimento/aquisicao e instalacao/manutencao de um (01) elevador plataforma elevatoria vertical para acessibilidade, conforme especificacoes tecnicas constantes neste documento, e ainda conforme normas da ABNT, com finalidade de atender as necessidades;55000.0;01652937000104;METALURGICA ASCURRA EIRELI;2020-07-13;13/07/2020 a 12/07/2021;CELEBRADO;;PREGAO ELETRONICO;Manuteno de Mveis e Equip.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-07-13;2021-07-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00835/2020;012/2020;1 O objeto do presente instrumento refere-se a contratacao de empresa especializada em coleta e entrega de documentos e pequenas cargas, sendo servicos nao realizados pela Empresa Brasileira de Correios e Telegrafos ECT, por meio de motocicleta com bau;3382.5;24721508000147;DOMINGOS SAVIO QUEIROZ PORTO-ME;2020-07-15;15/07/2020 a 14/07/2021;CELEBRADO;;PREGAO ELETRONICO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-07-15;2021-07-14
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;2298242;00477/2020;004/2020;Contratacao de empresa especializada em prestacao de servico de lavagem de veiculo para atender a SEDEC e adjuntas, conforme condicoes, quantitativos e especificacoes constantes neste contrato.;6700.0;04895499000101;creative assistencia automotiva;2020-04-27;27/04/2020 a 26/04/2021;CELEBRADO;;DISPENSA DE LICITACAO;Manuteno de Veculos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-04-27;2021-04-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;1127410;00478/2020;003/2020;Contratacao de empresa especializada no fornecimento de agua mineral natural;11025.0;13332212000118;FINISSIMA DISTRIBUIDORA DE AGUA LTDA ME;2020-04-30;30/04/2020 a 29/04/2021;CELEBRADO;;ADESAO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-04-30;2021-04-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00841/2020;002/2020;. O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de gas de cozinha e vasilhames de acondicionamento, que deriva da adesao a Ata de Registro de Precos no 004/2019/SEPLAG, decorrente do Pregao Eletronico no;2820.0;03401442000138;GASOLINI COMERCIO E SERVICOS - EIRELI;2020-03-06;06/03/2020 a 05/03/2021;CELEBRADO;;PREGAO ELETRONICO;Manuteno de Mveis e Equip.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-03-06;2021-03-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;212364;00914/2018;014/2016/SEDEC (2 ADITIVO);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do Contrato nA 014/2016/SEDEC por mais 12 (doze) meses, com fulcro no inciso II do artigo 57, da Lei n.o 8.666, de 21/06/1993, tendo vigencia a partir de 28/07/2018. 1.2. Tem;96720.0;11644975000179;VINICIUS BELOTO ME;2018-07-27;27/07/2020 a 26/07/2021;CELEBRADO;;PREGAO PRESENCIAL;Locao de Veculos;Locacao de Bens;transparencia_excel_20.xls;2020-07-27;2021-07-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;133161;01580/2020;022/2020;Contratacao de empresa especializada para aquisicao de cameras de seguranca e monitoramento eletronico, bem como materiais correlatos e servicos de instalacao e configuracao.;35400.0;00551775000155;D.I COMERCIO E SERVICOS LTDA EPP;2020-12-03;03/12/2020 a 02/03/2021;CANCELADO;;PREGAO ELETRONICO;Instalao de Equipamentos Em Geral;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-12-03;2021-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;207304;01371/2020;019/2020;Contratacao de empresa operadora de cartoes magneticos via web, para o gerenciamento de manutencao preventiva e corretiva (mecanica especializada, eletrica, arrefecimento, refrigeracao, funilaria, lanternagem, vidracaria, carroceria, tapecaria, instalacao;100000.0;03817702000150;VOLUS TECNOLOGIA E GESTAO DE BENEFICIOS LTDA;2020-10-28;28/10/2020 a 28/10/2021;CELEBRADO;;PREGAO PRESENCIAL;Instalao de Equipamentos Em Geral;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-10-28;2021-10-28
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;133161;01587/2020;022/2020;1. CLAUSULA PRIMEIRA DO OBJETO 1.1.O presente contrato tem como objeto a contratacao de empresa especializada para aquisicao de cameras de seguranca e monitoramento eletronico, bem como materiais correlatos e servicos de instalacao e configuracao. 1.2 V;35400.0;00551775000155;D.I COMERCIO E SERVICOS LTDA EPP;;03/12/2020 a 02/03/2021;CANCELADO;;PREGAO ELETRONICO;Instalao de Equipamentos Em Geral;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-12-03;2021-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;133161;01601/2020;022/2020;1. CLAUSULA PRIMEIRA DO OBJETO 1.1.O presente contrato tem como objeto a contratacao de empresa especializada para aquisicao de cameras de seguranca e monitoramento eletronico, bem como materiais correlatos e servicos de instalacao e configuracao.;35400.0;00551775000155;D.I COMERCIO E SERVICOS LTDA EPP;2020-12-03;03/12/2020 a 02/03/2021;CELEBRADO;;PREGAO ELETRONICO;Instalao de Equipamentos Em Geral;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-12-03;2021-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;234635;01461/2020;018/2020;O objeto do persente contrato consiste na contratacao de SEGURO TOTAL, com assistencia 24 (vinte e quatro) horas, de 03 (tres) veiculos da frota oficial da Secretaria de Desenvolvimento Economico, conforme as especificacoes contidas no Termo de Referencia;3320.0;61074175000138;MAPFRE SEGUROS GERAIS S/A;;06/11/2020 a 05/11/2021;CANCELADO;;DISPENSA DE LICITACAO;Seguros de Bens Mveis e Imveis;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-11-06;2021-11-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;234635;01464/2020;018/2020;Contratacao de SEGURO TOTAL, com assistencia 24 (vinte e quatro) horas, de 03 (tres) veiculos da frota oficial da Secretaria de Estado de Desenvolvimento Economico, conforme as especificacoes contidas no Termo de Referencia, na proposta, neste contrato e;3320.0;61074175000138;MAPFRE SEGUROS GERAIS S/A;2020-11-06;06/11/2020 a 05/11/2021;CELEBRADO;;DISPENSA DE LICITACAO;Seguros de Bens Mveis e Imveis;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-11-06;2021-11-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01395/2020;005/2020;Contratacao de empresa especializada na prestacao de servicos especializados em SOLUCAO DE OUTSOURCING (impressao, copia e digitalizacao) e GERENCIAMENTO DE IMPRESSAO DEPARTAMENTAL, incluindo disponibilizacao de equipamentos novos, de primeiro uso e em li;15112.0;09238496000100;W.A. EQUIPAMENTOS E SERVICOS LTDA;2020-05-06;06/05/2020 a 22/11/2021;CELEBRADO;;ADESAO;Servios de Cpias e Impresses;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-05-06;2021-11-22
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;159649;01321/2020;016/2020;O objeto do presente instrumento refere-se a contratacao de empresa especializada no servico de publicacao de materias em jornais de circulacao diaria Estadual (MT) e nacional, para atender a demanda de publicacao dos atos normativos e nao normativos da S;6074.4;08329433000105;GIBBOR BRASIL PUBLICIDADE E PROPAGANDA EIRELI;2020-10-14;14/10/2020 a 13/10/2021;CELEBRADO;;DISPENSA DE LICITACAO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-10-14;2021-10-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;159649;01322/2020;017/2020;O objeto do presente instrumento refere-se a contratacao de empresa especializada no servico de publicacao de materias no Diario Oficial da Uniao, para atender a demanda de publicacao dos atos normativos e nao normativos da Secretaria de Estado de Desenv;4864.0;03805679000184;JOAO DIAS RAMOS EPP;2020-10-14;14/10/2020 a 13/10/2021;CELEBRADO;;DISPENSA DE LICITACAO;Mquinas e Equipamentos Em Geral;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_20.xls;2020-10-14;2021-10-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00190/2019;001/2017/SEDEC (2 ADITIVO);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 001/2017/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666, de 21/06/1993, a partir de 24/01/2019.;104948.16;02558157000162;TELEFONICA BRASIL S.A.;2021-01-22;24/01/2020 a 23/01/2022;CELEBRADO;;ADESAO;Telefonia Mvel;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_20.xls;2020-01-24;2022-01-23
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;98934;00486/2021;008/2021;Aquisicao de materiais promocionais personalizados para realizacao de 12 (doze) Circuitos Empreendedores, entre janeiro e dezembro/2021, nos municipios de: Mirassol DYOeste, Chapada dos Guimaraes, Sao Pedro da Cipa, Alta Floresta, Alto Boa Vista, Nortelan;48496.0;14034336000180;PROMO GRAFICA EDITORA e COMUNICACAO VISUAL EIRELI ME;2021-03-03;03/03/2021 a 02/03/2022;CELEBRADO;;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-03-03;2022-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;98934;00487/2021;009/2021;Aquisicao de materiais promocionais personalizados para realizacao de 12 (doze) Circuitos Empreendedores, entre janeiro e dezembro/2021, nos municipios de: Mirassol DYOeste, Chapada dos Guimaraes, Sao Pedro da Cipa, Alta Floresta, Alto Boa Vista, Nortelan;3900.0;12309536000172;LEIDE INDUSTRIA E COMERCIO DE CONFECCOES EIRELI;2021-03-03;03/03/2021 a 02/03/2022;CELEBRADO;;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-03-03;2022-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;98934;00488/2021;010/2021;Aquisicao de materiais promocionais personalizados para realizacao de 12 (doze) Circuitos Empreendedores, entre janeiro e dezembro/2021, nos municipios de: Mirassol DYOeste, Chapada dos Guimaraes, Sao Pedro da Cipa, Alta Floresta, Alto Boa Vista, Nortelan;10104.0;30223548000161;C&V REPRESENTACOES PROMOCIONAL E EIRELI;2021-03-03;03/03/2021 a 02/03/2022;CELEBRADO;;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-03-03;2022-03-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;209707;00947/2021;019/2021;O presente Termo de Contrato tem como objeto a aquisicao de material de consumo (compressor para ar condicionado), visando atender a demanda da Secretaria de Estado de Desenvolvimento Economico - SEDEC, de acordo com os termos e as especificacoes do Termo;5383.0;32672915000130;MARCUS DOS SANTOS TEIXEIRA 02896573690;2021-06-29;29/06/2021 a 28/11/2021;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-06-29;2021-11-28
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;75343;00960/2021;018/2021;O presente contrato tem como objeto a aquisicao de premiacao, sendo motor de popa, para atender a premiacao da equipe 2a colocada na final do 12o Campeonato Estadual de Pesca de Mato Grosso/2015, conforme especificacoes e quantitativo constantes no Termo;8200.0;01721310000168;CASA DA LAVOURA LTDA-EPP;2021-06-14;14/06/2021 a 13/09/2021;CELEBRADO;;PREGAO ELETRONICO;Mquinas e Equipamentos Em Geral;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-06-14;2021-09-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;13488;00540/2021;011/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada no Servico de Emissao de Certificados Digitais (e-CPF), no padrao ICP-Brasil, bem como o fornecimento de dispositivos criptogra cos (token via USB e Cartao inteligente), vis;43600.0;01554285000175;CERTISIGN CERTIFICADORA DIGITAL S.A;2021-03-30;30/03/2021 a 29/03/2022;CELEBRADO;;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-03-30;2022-03-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;215533;00541/2021;012/2021;Contratacao de empresa especializada em prestacao de servico de manejo de pombos, limpeza, desinfeccao e retirada de ninhos, sendo 02 (duas) aplicacoes,com garantia dos servicos, de 06 (seis) meses cada, contados a partir da aplicacao;4750.65;27124408000121;MATTOS DEDETIZACAO;2021-03-30;30/03/2021 a 29/03/2022;CELEBRADO;;DISPENSA DE LICITACAO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-03-30;2022-03-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;21867;00619/2021;013/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de gas de cozinha e garrafao vazio para acondicionamento de agua mineral, visando atender as necessidades da Secretaria de Estado de Desenvolvimento Economic;3095.2;03401442000138;GASOLINI COMERCIO E SERVICOS - EIRELI;2021-04-26;26/04/2021 a 25/04/2022;CELEBRADO;;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-04-26;2022-04-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;21867;00620/2021;014/2021;. O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de agua mineral natural, visando atender as necessidades da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Pr;10925.0;34035241000198;ALVARO JOSE CAMARGO DA SILVA;2021-04-26;26/04/2021 a 25/04/2022;CELEBRADO;;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-04-26;2022-04-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;333849;00404/2021;003/2021;CLAUSULA PRIMEIRA DO OBJETO 1.1 O presente Contrato tem por objeto, a contratacao de empresa para locacao de veiculo do tipo caminhonete para atender a Secretaria de Estado de Desenvolvimento Economico.;66000.0;73822058000194;VB COM PECAS E SERVICOS PARA VEICULOS AUTOMOTORES LTDA;2021-02-09;09/02/2021 a 08/02/2022;CELEBRADO;;PREGAO PRESENCIAL;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-02-09;2022-02-08
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;194297;00401/2021;005/2021;1.1.	Contratacao de empresa, sob demanda, para prestacao de servicos de manutencao predial preventiva (visita periodica) e corretiva (eventuais), com fornecimento de pecas, equipamentos, materiais e mao de obra;450000.0;26574991000100;R. GONCALVES DE CARVALHO EIRELI;2021-02-10;10/02/2021 a 09/02/2022;CELEBRADO;;PREGAO ELETRONICO;Manuteno de Imveis;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-02-10;2022-02-09
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;35058;01724/2021;032/2021;"O presente termo de contrato tem como objeto a contratacao de empresa especializada em montagem de estande tipo intermediario ( confort); estande virtual e sala de capacitacao para treinamento, promocao e divulgacao do Estado de Mato Grosso na 48o ABAV Ex";59470.0;27287283000150;Associacao Brasileira de Agencias de Viagem;2021-10-06;06/10/2021 a 05/10/2022;CELEBRADO;;INEXIGIBILIDADE;SERVIOS TERCEIRIZADOS;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-10-06;2022-10-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;131123;01824/2021;033/2021;O presente Termo de Contrato tem como objeto a contratacao de empresa especializada em servicos de levantamento, compilacao e entrega de dados e informacoes e elaboracao de Mapeamento Cadastral e Multifinalitario de todos os lotes do Distrito Industrial d;71000.0;22219276000106;J.L TOPOGRAFIA LTDA;2021-10-13;13/10/2021 a 12/10/2022;CELEBRADO;;PREGAO ELETRONICO;Servios Tcnicos Profissionais;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-10-13;2022-10-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;297371;01392/2020;020/2020;CLAUSULA PRIMEIRA - DO OBJETO: 1.1 O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servicos de agenciamento e fornecimento de passagens aereas nacionais e internacionais por meio de ferramenta on-line de a;250000.0;36932853000109;ARARAUNA TURISMO ECOLOGICO LTDA - EPP;2020-11-06;07/11/2021 a 06/11/2022;CELEBRADO;;PREGAO ELETRONICO;Passagens Areas;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-11-07;2022-11-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;146896;00969/2021;020/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada em fornecimento de generos alimenticios, sendo Acucar e Cha Mate, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata d;4667.0;33823751000167;DISBRANCO COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA;2021-07-02;02/07/2021 a 01/01/2022;CELEBRADO;;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-07-02;2022-01-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;226851;01374/2021;030/2021;. Contratacao de empresa especializada no ramo de eventos especificos para locacao de espaco, montagem, desmontagem, mobiliarios em geral e comunicacao visual de Estande Institucional contendo 48m2 de area, para participacao do Governo do Estado de Mato G;164674.88;04433214000102;DAINA LIMA DE ALMEIDA;2021-09-14;14/09/2021 a 12/12/2021;CELEBRADO;;PREGAO ELETRONICO;Locao de Imveis;Locacao de Bens;transparencia_excel_21.xls;2021-09-14;2021-12-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;303441;01572/2020;021/2020;Contratacao de empresa especializada na prestacao de servicos de agenciamento junto as instituicoes de ensino, de estudantes dos ensinos superiores, para preenchimento de bolsas para estagio em pos graduacao (lato e stricto sensu), para atender a Secretar;10193.5;11320576000152;SUPER ESTAGIOS LTDA ME;2021-10-21;03/12/2021 a 02/12/2022;CELEBRADO;;PREGAO ELETRONICO;Estagirios;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-12-03;2022-12-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;49956;01263/2021;026/2021;CLAUSULA PRIMEIRA DO OBJETO 1.1.O presente contrato tem como objeto a aquisicao de estantes de aco, a fim de atender demanda da Secretaria de Estado de Desenvolvimento Economico. 1.2 Vinculam-se ao presente Contrato, independentemente de transcricao, o;10544.4;04194679000158;CIDADE VERDE MOVEIS E EQUIPAMENTOS EIRELI;2021-08-01;01/08/2021 a 01/03/2022;CELEBRADO;;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-08-01;2022-03-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;63318;01225/2021;025/2021;Aquisicao de carroceria nova para caminhao, tipo bau, carga fechada, via dispensa de licitacao (art.24, V, Lei 8.666/93).;42000.0;03509978002204;Facchini S.A.;2021-08-05;05/08/2021 a 04/08/2022;CELEBRADO;;DISPENSA DE LICITACAO;Mquinas e Equipamentos Em Geral;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-08-05;2022-08-04
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;112273;01082/2021;022/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada para o fornecimento de copos descartaveis, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva de Dispensa de Licitacao, artigo 24, inc;10939.2;34837660000143;MUNDIAL PRESTADORA DE SERVICOS DE LIMPEZA EIRELI;2021-07-21;21/07/2021 a 20/07/2022;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-07-21;2022-07-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;112273;01083/2021;023/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada para o fornecimento de copos descartaveis com capacidade de 50ml, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva de Dispensa de Li;1651.0;13498158000185;JV SERVICO E COMERCIO PAPELARIA LTDA;2021-07-21;21/07/2021 a 20/07/2022;CELEBRADO;;DISPENSA DE LICITACAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-07-21;2022-07-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;172186;01081/2021;024/2021;1.1	O objeto do presente instrumento refere-se a contratacao de empresa especializada no fornecimento de genero alimenticio, sendo cafe em po torrado e moido, para atender a Secretaria de Estado de Desenvolvimento Economico.;8100.0;08117493000156;RIKA COMERCIO DE ALIMENTOS-EIRELI;2022-03-03;13/07/2021 a 12/07/2022;CELEBRADO;;DISPENSA DE LICITACAO;Armamentos;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_21.xls;2021-07-13;2022-07-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;391745/2021;00029/2022;042/2021;O objeto do presente instrumento refere-se a contratacao de empresa especializada em prestacao de servicos continuos de terceirizacao de mao-de-obra de Oficial de Servicos Gerais para atender a demanda da Secretaria de Estado de Desenvolvimento Economico,;70035.36;02531343000108;ADSERVI ADMINISTRADORA DE SERVICOS LTDA;;30/12/2021 a 30/12/2022;CANCELADO;Secretaria de Estado de Desenvolvimento Economico - SEDEC;PREGAO ELETRONICO;SERVIOS TERCEIRIZADOS;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_21.xls;2021-12-30;2022-12-30
